Episode,Total Reward
107,250.3326395678768
108,250.33244731793815
109,250.3325710633431
110,250.3321595631112
111,250.33247398585206
112,250.33244165020608
113,250.33262401497683
114,250.33218891057032
115,250.33248766570625
116,250.33217944796198
117,250.33263910684582
118,250.33241693867126
119,250.33254087760227
120,250.33268438321866
121,250.33227490584198
122,250.33227788141994
123,250.33240244797173
124,250.33243533150684
125,250.33247759844176
126,250.3325118398456
127,250.33229929110212
128,250.33241985065442
129,250.33226961473338
130,250.33254864405546
131,250.33242038847794
132,250.3322581973723
133,250.33254741721947
134,250.33230442600154
135,250.33206384466519
136,250.3321687979373
137,250.33243312419586
138,250.33231123981184
139,250.33253836747835
140,250.3324661023985
141,250.33229771980447
142,250.33256080746452
143,250.3321981061739
144,250.3324413255865
145,250.33245156190245
146,250.3323904507272
147,250.33238247098552
148,250.33250891101173
149,250.3325413110938
150,250.33241324242516
151,250.33257841423864
152,250.33235255974722
153,250.3324718445744
154,250.33254572946942
155,250.33247973365116
156,250.33247151709116
157,250.33267791588565
158,250.33244792956873
159,250.33246110579503
160,250.33256955882717
161,250.33221660703072
162,250.33247544695507
163,250.33239062461473
164,250.3325348871393
165,250.33207004070331
166,250.332463098851
167,250.3324846411341
168,250.33220121403525
169,250.3320474093259
170,250.33223037500468
171,250.3324795001924
172,250.33254218959695
173,250.33251283271056
174,250.33258956828158
175,250.3323426027999
176,250.3323075237819
177,250.33237663001398
178,250.33225511315175
179,250.3325749797096
180,250.33206841842505
181,250.332326918685
182,250.3324311879713
183,250.33251345395314
184,250.3325312992299
185,250.33234464163127
186,250.33251851902025
187,250.33246500534955
188,250.33227037593025
189,250.3323681043162
190,250.33259643415715
191,250.3325609262999
192,250.3321999717458
193,250.33247493354406
194,250.3324423548607
195,250.33264052701142
196,250.3323152021242
197,250.33257033187962
198,250.33268867863688
199,250.33261738901555
200,250.33229730936418
201,250.33248567897692
202,250.33232157116697
203,250.33259444956462
204,250.3324398873508
205,250.33222558883523
206,250.33229457047008
207,250.33230402809812
208,250.3325295322484
209,250.33266844025763
210,250.3322618963156
211,250.33241157322453
212,250.3321929842475
213,250.33244418795405
214,250.33241701469967
215,250.33263622045567
216,250.33215680388042
217,250.33244446416853
218,250.3323829542773
219,250.33226305453815
220,250.33175401849604
221,250.332568613512
222,250.33234369528168
223,250.33222978362772
224,250.33217585357966
225,250.33228081768368
226,250.33211142881382
227,250.33259515072177
228,250.3326938700343
229,250.33256173655698
230,250.33221425629057
231,250.33247536710445
232,250.33230231744434
233,250.33222299906708
234,250.33244486083314
235,250.33235456327552
236,250.33250247671222
237,250.3326346458347
238,250.33215017282788
239,250.33233882914416
240,250.33246842810368
241,250.33244396963505
242,250.33252257497975
243,250.33188132422353
244,250.3323280851502
245,250.33238029372626
246,250.33217284984727
247,250.33245906339224
248,250.33260142692637
249,250.33247513774626
250,250.33218959662244
251,250.33249154590402
252,250.33207201045684
253,250.33229328369603
254,250.33209554840164
255,250.33239790441078
256,250.33214423926876
257,250.3322325630184
258,250.33266992684003
259,250.3326935467759
260,250.33246106185757
261,250.33237998071587
262,250.33258718775107
263,250.33251210064674
264,250.33250831084942
265,250.33259649281973
266,250.33243285891575
267,250.33269031907366
268,250.33267418796203
269,250.332644606774
270,250.3322312650242
271,250.3325311539831
272,250.33214748279403
273,250.332379244108
274,250.33198572853738
275,250.33254597586463
276,250.33244740231345
277,250.33267016176106
278,250.33258288436718
279,250.3321458641032
280,250.33217139620302
281,250.33257407934326
282,250.33232587760176
283,250.33262294741357
284,250.3324336118355
285,250.3324245466725
286,250.33254648803586
287,250.33250058415527
288,250.33245763887052
289,250.33243547273446
290,250.33247838790865
291,250.33220750922885
292,250.3326147738646
293,250.3323974866761
294,250.33266844628318
295,250.33229931722585
296,250.3324888780388
297,250.3325739720045
298,250.33244679717905
299,250.33237995636782
300,250.3324781291072
301,250.33222804817925
302,250.33239025089222
303,250.3324012709671
304,250.33229910631945
305,250.33269640167663
306,250.33265307676848
307,250.3326257526712
308,250.3326799850162
309,250.33242888533775
310,250.3323645868922
311,250.3323929041705
312,250.33263329591313
313,250.33220037767978
314,250.33242678810376
315,250.33242578247945
316,250.33220641364483
317,250.3323824745084
318,250.33258694649572
319,250.33235063402276
320,250.33246556900053
321,250.33257826193892
322,250.3320488194791
323,250.33253942486186
324,250.3326022824696
325,250.33219368395342
326,250.33248350622785
327,250.33235658358
328,250.3324638321809
329,250.33247453977714
330,250.3322082119227
331,250.33230055994468
332,250.33239418159604
333,250.33244570204667
334,250.33244798927174
335,250.33227071152328
336,250.3322159968893
337,250.33244354541168
338,250.3326198691656
339,250.33241037226398
340,250.33229753684083
341,250.33269093086597
342,250.33238129050505
343,250.33268773031153
344,250.3325046646185
345,250.33234444862327
346,250.33237605613223
347,250.33252003676927
348,250.33256993871544
349,250.33190796545165
350,250.33263243086904
351,250.33223370501577
352,250.33241835867966
353,250.33260383869663
354,250.33256575691476
355,250.33255673144419
356,250.33250697695183
357,250.33249202556794
358,250.3322049091949
359,250.33246329842575
360,250.3319754692597
361,250.33231497760988
362,250.33253900612618
363,250.332520804747
364,250.3325234653231
365,250.3321954368574
366,250.33202600174963
367,250.33242743795648
368,250.33190089260094
369,250.33251286702168
370,250.33248791779255
371,250.33227177308737
372,250.33248228831098
373,250.33218164998038
374,250.33249677513908
375,250.33248747816333
376,250.33200539098314
377,250.33252366036388
378,250.33247040678157
379,250.33265113893256
380,250.3326486890057
381,250.3324085094485
382,250.33242072537695
383,250.33240196394405
384,250.33255179193793
385,250.33197085575335
386,250.3323548940328
387,250.3325660933021
388,250.33214370753274
389,250.3324036290538
390,250.33244849217945
391,250.3326628874401
392,250.33253439548747
393,250.33241048140084
394,250.3324524944608
395,250.33268231673026
396,250.33264422390408
397,250.33248280119238
398,250.33202074541944
399,250.33237613118803
400,250.3325666735373
401,250.33231033746182
402,250.33209252948984
403,250.33237896928915
404,250.3320312165396
405,250.33231943056253
406,250.3325439576994
407,250.3322881010651
408,250.3323790546992
409,250.3326220851863
410,250.33254847193976
411,250.33233142662962
412,250.33264559574897
413,250.33268297963664
414,250.33249232673984
415,250.33269867412437
416,250.332429274911
417,250.33248755598672
418,250.33255535936266
419,250.33264381544186
420,250.33254315648622
421,250.33199695389453
422,250.33254741316776
423,250.33229466413096
424,250.33266218947915
425,250.3323776856904
426,250.33267120586254
427,250.33266303698684
428,250.3326438315223
429,250.3324160684113
430,250.3320724944266
431,250.33241017791778
432,250.33251319658305
433,250.33254010843214
434,250.33227452915494
435,250.33268994948546
436,250.332483219538
437,250.33248139770922
438,250.33244364914844
439,250.3324625309134
440,250.33245832993134
441,250.33223294423402
442,250.33265129174168
443,250.33224092634248
444,250.33204891202834
445,250.33236937819777
446,250.3324459600521
447,250.33253787109658
448,250.33260979752222
449,250.33214151151816
450,250.33229727754656
451,250.33228939995988
452,250.33252899963387
453,250.3321315791841
454,250.33268489116602
455,250.33257731344307
456,250.33233636198034
457,250.33265064186708
458,250.33270981819408
459,250.3325102508305
460,250.33232047019553
461,250.33260702244547
462,250.33237093815143
463,250.33244568332088
464,250.3324124194121
465,250.33255829347405
466,250.33252140639084
467,250.33209122938067
468,250.3324587239822
469,250.33247226319602
470,250.33233164120514
471,250.33242285867624
472,250.33243375735492
473,250.33234939590474
474,250.33220130848957
475,250.33240922630716
476,250.33257356731215
477,250.3323079946739
478,250.33236344476947
479,250.332318223652
480,250.33257643512476
481,250.33245581906988
482,250.33239926768795
483,250.33210500522728
484,250.3323912331244
485,250.33232589656487
486,250.33245348444993
487,250.33240933644873
488,250.33215390461467
489,250.33219803088645
490,250.33219017132785
491,250.3323229756421
492,250.33221163912577
493,250.33242613747905
494,250.33252042579062
495,250.3326967568457
496,250.33257982454285
497,250.33242213230804
498,250.33213725228538
499,250.33207913890942
500,250.33216936796032
501,250.3324260693936
502,250.33251734745204
503,250.332179936219
504,250.33233117961214
505,250.33245856609594
506,250.33261235476192
507,250.33260969286076
508,250.33219793772597
509,250.33246757679308
510,250.33227772534673
511,250.3320763035055
512,250.33258011816292
513,250.33254545606414
514,250.33259218054928
515,250.33239985011255
516,250.33210034420298
517,250.3323034712755
518,250.33204559652546
519,250.332503188742
520,250.33244143788673
521,250.33257692961178
522,250.33262065428477
523,250.33231244559065
524,250.33245647045058
525,250.3324119816016
526,250.33225071911107
527,250.33255118952405
528,250.3326849574335
529,250.332428994313
530,250.33255139535737
531,250.33254660354163
532,250.33227016943243
533,250.33237367568432
534,250.3324674190934
535,250.3321959874304
536,250.33230524039334
537,250.33223549191078
538,250.33270622733306
539,250.3326318844136
540,250.33265135465
541,250.33238611031126
542,250.33249044037495
543,250.332290993309
544,250.33231904772538
545,250.33241678945328
546,250.3320150810637
547,250.33227957440107
548,250.33218518325455
549,250.33238136424575
550,250.3322193110541
551,250.3321921079894
552,250.3324137065855
553,250.33231771460436
554,250.33231246149734
555,250.3324021429044
556,250.33222634529983
557,250.3324975827375
558,250.33225481180307
559,250.3322891683442
560,250.332258889322
561,250.33267286834194
562,250.3318998033307
563,250.3325453913099
564,250.33249459360462
565,250.3325473682096
566,250.33242608514047
567,250.33263248863005
568,250.33227763108133
569,250.3324120798176
570,250.33256541223744
571,250.332535843997
572,250.33234025906737
573,250.33260952956624
574,250.33234664423696
575,250.33223233051118
576,250.33259300682528
577,250.33249985736728
578,250.3320419188356
579,250.33239662849311
580,250.3321344341614
581,250.33256646291497
582,250.33248770171622
583,250.33259184668438
584,250.33266635162562
585,250.33248916675785
586,250.33247615746276
587,250.33229931306596
588,250.33246620271515
589,250.3324235656895
590,250.33218074581694
591,250.33251182445545
592,250.33215810373855
593,250.33204834874363
594,250.33265542921333
595,250.33226441534697
596,250.33160597909784
597,250.33245049584315
598,250.33212077370052
599,250.33259481545855
600,250.3325323955816
601,250.33233867510305
602,250.3323634181217
603,250.3326052278245
604,250.332133767747
605,250.33237714638022
606,250.3323455829581
607,250.3319562853415
608,250.3321938278687
609,250.33243332272065
610,250.3320501503061
611,250.3327076434333
612,250.33250046715347
613,250.33206034608685
614,250.33249828238883
615,250.33266826510695
616,250.3326905570883
617,250.33259324139482
618,250.3324568204068
619,250.3323119437581
620,250.33233420715572
621,250.33264671223378
622,250.33254276191354
623,250.33270723708944
624,250.33255483176657
625,250.33225674337987
626,250.3321629182255
627,250.3323125837957
628,250.33257634453145
629,250.33262913363768
630,250.33237810520492
631,250.3322542711887
632,250.33218593091925
633,250.33247237782865
634,250.33247629562433
635,250.33240673225674
636,250.3325279844833
637,250.33242046623377
638,250.33218457067906
639,250.33263413701664
640,250.33201084504114
641,250.332455159574
642,250.33241890106248
643,250.33262223518167
644,250.33269961336532
645,250.3325072222616
646,250.3325194840798
647,250.33237186215575
648,250.3323215575864
649,250.33240379340577
650,250.33256940005677
651,250.3322497996939
652,250.3324931393891
653,250.33266609665907
654,250.3321543841595
655,250.33255139378844
656,250.33250874375057
657,250.33239986051038
658,250.33260407327197
659,250.33263767911177
660,250.3323495243962
661,250.33248692111533
662,250.3324284079294
663,250.33224245327142
664,250.33255682320458
665,250.33223854768892
666,250.33240865871912
667,250.33269717652718
668,250.33208522853593
669,250.33245475078326
670,250.33235089677646
671,250.33248635546158
672,250.33214806376566
673,250.33235154855325
674,250.33268702829542
675,250.3323952451256
676,250.33213568869456
677,250.33227179907266
678,250.33243911280312
679,250.33233804449293
680,250.33241468691904
681,250.33247195265503
682,250.33267871845703
683,250.33215553229746
684,250.33270959354587
685,250.33264064225932
686,250.33256126266974
687,250.33225480814517
688,250.33247292057797
689,250.33244968909784
690,250.33218526813138
691,250.33242222057257
692,250.33252006481987
693,250.33257451004903
694,250.3317244389049
695,250.33235115045778
696,250.33224543812963
697,250.33209743702562
698,250.33242338346875
699,250.3324236544126
700,250.3321836907052
701,250.3322706304503
702,250.33225134917421
703,250.33239861615056
704,250.33248759386444
705,250.33263287676567
706,250.33262602476276
707,250.33253839676976
708,250.33231909159989
709,250.33258026056745
710,250.33260579719052
711,250.33266572694504
712,250.3325208470402
713,250.33254341490257
714,250.3324849022669
715,250.33250789949838
716,250.33227926400986
717,250.33237514473586
718,250.33212268802183
719,250.332635009944
720,250.33260361176963
721,250.33228993994493
722,250.33259708240638
723,250.332128059716
724,250.33243680341315
725,250.33261934897797
726,250.33266666051165
727,250.33244199272096
728,250.332214054458
729,250.3323227609331
730,250.3320839441138
731,250.33200435831708
732,250.33253731292865
733,250.33263010252813
734,250.332540842775
735,250.332393112418
736,250.3321734321226
737,250.33213238261044
738,250.33206446999887
739,250.33197139574955
740,250.33254501806184
741,250.33236433079054
742,250.33254171845635
743,250.33270074455993
744,250.33237623840537
745,250.33250352200648
746,250.33238567159722
747,250.332153690236
748,250.3320392756626
749,250.3325001370002
750,250.33256824710566
751,250.33261829263
752,250.33233549726071
753,250.33265781778402
754,250.33259479042704
755,250.3320460335789
756,250.33230457928772
757,250.33238653231635
758,250.33234171490957
759,250.3318775835433
760,250.33243760259145
761,250.33243280124677
762,250.33254117502153
763,250.33240780138522
764,250.3323989870455
765,250.33233439689405
766,250.33266268489305
767,250.3322135017892
768,250.33233179563297
769,250.33238060227268
770,250.33255802064403
771,250.33260218327297
772,250.33247917757865
773,250.33245202473543
774,250.3324750377082
775,250.33237135445685
776,250.33205247474527
777,250.33218106223148
778,250.33262031225718
779,250.33192848374793
780,250.33267530470263
781,250.3324764502053
782,250.33263974183012
783,250.3323186278261
784,250.33253047991485
785,250.33222589678232
786,250.33270572262936
787,250.33233383168275
788,250.3324403761792
789,250.33212209477318
790,250.33208339998856
791,250.33244643522266
792,250.33226171752312
793,250.33249776241072
794,250.33225851938622
795,250.3321532776818
796,250.33254704366124
797,250.33258285507802
798,250.33266497455793
799,250.33246041934086
800,250.33268035434332
801,250.33198937930604
802,250.33220980817245
803,250.33270981548176
804,250.33222864234483
805,250.33231136832174
806,250.33258612108835
807,250.33239247919468
808,250.33264570907872
809,250.33246596309002
810,250.33245970315087
811,250.3324195626515
812,250.33239273194278
813,250.33254286849214
814,250.33243218916093
815,250.33261612670458
816,250.33232629915977
817,250.3325668861794
818,250.33242898938707
819,250.33257164849354
820,250.33238260903
821,250.33239121244856
822,250.33236815564334
823,250.33258384052297
824,250.33217248589818
825,250.33216834965023
826,250.3324156249058
827,250.33244612338538
828,250.33253850650323
829,250.33251203522286
830,250.33251227510814
831,250.3325012939822
832,250.33268248069038
833,250.33240371559208
834,250.33261979911546
835,250.33250623509136
836,250.33267893783784
837,250.33238461275482
838,250.33261735207904
839,250.33244372513124
840,250.33172444272424
841,250.33182320809973
842,250.33254159275526
843,250.33250344744056
844,250.33265222776657
845,250.33265005457704
846,250.33254685072558
847,250.33232964941905
848,250.3325844231425
849,250.33255172553447
850,250.33265314795412
851,250.3324687582983
852,250.3321485654551
853,250.33241974236392
854,250.33256802845077
855,250.33251802566
856,250.33214460163182
857,250.33260670927584
858,250.33222151522145
859,250.3321193737397
860,250.33217082850408
861,250.3324355084249
862,250.33263847916928
863,250.33262703084532
864,250.33247706782623
865,250.33266425068118
866,250.3326390284384
867,250.33244608241785
868,250.33242806794243
869,250.33264900872481
870,250.33246081537243
871,250.3325131734279
872,250.33225248947414
873,250.33265207868251
874,250.33229658157944
875,250.33264404052343
876,250.33219063681418
877,250.33195463506576
878,250.33239996587164
879,250.3325745845823
880,250.3326011653508
881,250.33247320566645
882,250.33239169148735
883,250.3323431153667
884,250.33242280829967
885,250.3324830037744
886,250.33236256685245
887,250.332584176727
888,250.3322943518778
889,250.33224553683132
890,250.3324687390055
891,250.33251939526053
892,250.33197521846625
893,250.33269129744508
894,250.332065489305
895,250.33235075742098
896,250.3321125196705
897,250.33236224449863
898,250.3323019759942
899,250.3324859810312
900,250.33193151381963
901,250.3322535823339
902,250.33251060109734
903,250.33210528150636
904,250.33214219561586
905,250.33218629178273
906,250.33247403181863
907,250.33226323325025
908,250.33257668311703
909,250.33247199014363
910,250.33232509061142
911,250.3323197854739
912,250.33232225847124
913,250.33244417037102
914,250.33256289046358
915,250.33203343023536
916,250.33243216784865
917,250.3324650879297
918,250.33239044892818
919,250.33239457272617
920,250.3323919594913
921,250.3323405210805
922,250.33210000834214
923,250.3326842888146
924,250.33250548385823
925,250.33256789240977
926,250.3320629029523
927,250.33218534218076
928,250.33232535629446
929,250.33228393075825
930,250.33250186096532
931,250.3319814369528
932,250.33201672348918
933,250.3326364771522
934,250.33218571234696
935,250.33251092911286
936,250.33270967651703
937,250.33228935111194
938,250.33227236988176
939,250.332502452725
940,250.33261204973536
941,250.33203606908114
942,250.33241838792324
943,250.3326399181136
944,250.3325940893789
945,250.33228043460508
946,250.33253463910256
947,250.33261201144606
948,250.332098486656
949,250.33262826243643
950,250.3323059956335
951,250.3324191647697
952,250.33223722152763
953,250.33212645156974
954,250.3321137413226
955,250.3320741177932
956,250.33243602739213
957,250.33257685393076
958,250.33216550205154
959,250.33250176434055
960,250.33198881868893
961,250.33238463778994
962,250.33197309215174
963,250.33230105366346
964,250.33243673150412
965,250.33251555708122
966,250.33268151407174
967,250.33239028705563
968,250.3324053449847
969,250.33249620145924
970,250.33228321220687
971,250.3323612638248
972,250.33248539807585
973,250.33255941112895
974,250.33252658161132
975,250.3326627901965
976,250.33242666779014
977,250.33235463092768
978,250.33249339777657
979,250.3325464540188
980,250.33197517309608
981,250.3321520825302
982,250.3320443571033
983,250.33233556175256
984,250.3321539084663
985,250.33223856551436
986,250.33238742093206
987,250.33199976407147
988,250.33198477218738
989,250.33256306552119
990,250.3323964173587
991,250.3324855861717
992,250.33269110566414
993,250.33252259772027
994,250.33263611364214
995,250.33248649918193
996,250.33241598006057
997,250.33244503080715
998,250.3319914405456
999,250.33248265406584
1000,250.33266143349172
