time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.8988083469919,27.755423298745775,-93.85707764508132,-174.5120011912324,-14.171904185578573
0.06,-0.0003730391518416838,0.00477892444223547,10.007201185565231,0.9840302484185459,0.06607510120512039,0.0,-0.0218388505917782,0.28017640460889137,0.19711625692151344,-2.4908475430431682,-0.6925847881490539,0.0,228.16027355357573,-39.019922726564545,738.5859844825502,-602.4503927214037,2.9946317012676325
0.12000000000000001,-0.0036958957695338774,0.044946085797224714,10.012440866854343,1.687667927309949,0.10871640438614616,0.0,-0.09553693424582821,1.0897166711836637,-0.11405477576179097,-4.814575836735683,-1.4662222271155134,0.0,239.95054562678914,-17.196464850204578,740.335204614571,-606.5883225216847,2.9619517297513562
0.18,-0.012142304182241897,0.13605487132137145,9.983330002361345,1.9382047023281839,0.06788963905711576,0.0,-0.1815001163450171,1.9381721948839794,-0.8937238946647406,-6.675062784177754,-2.062079466263467,0.0,214.9962539220335,-8.892431468496461,740.8359335169274,-619.7307549793643,2.892373055218413
0.23999999999999996,-0.02438104712834274,0.27693904379508916,9.90277655770936,1.842719928213107,6.252359158908427,0.0,-0.2142773530536717,2.7589125481715957,-1.7834584115615588,-8.089822375093995,-2.514921773895764,0.0,194.8410400841754,-12.849624577327548,743.6551863226715,-632.2770045632772,2.7183926584477462
0.3,-0.036622074177200335,0.45278044238182497,9.775280449391122,1.76221201851342,6.105117443388343,0.0,-0.18615357819715075,3.101251092628528,-2.4641566223681095,-9.709318885204015,-2.415733527781583,0.0,109.91158881170105,115.41594477056874,545.5958210009879,-326.3029477515854,2.4559462252881477
0.36000000000000004,-0.051285910563990345,0.6449040548428243,9.608862074343591,1.8556132512130077,4.921016607034726,0.0,-0.31371860485945924,3.1085582597680013,-3.0370044672921663,-7.7622103606540085,3.1333740870177844,0.0,184.74568944437004,661.0114235937955,84.64007277697678,-263.38088120442427,2.1365760654673025
0.4200000000000001,-0.061333042687421936,0.8342074996924713,9.408703990233109,1.419656533964818,5.1673818751965115,0.0,-0.024888571921701436,3.2105001156739896,-3.627158823938366,-7.398223015775457,3.6669484036115403,0.0,158.72646041306703,273.4319606284555,368.9798149041112,-325.3601718127244,1.7833157397361348
0.48000000000000015,-0.05562053741355881,1.0341704525477338,9.175215949414122,1.4188361370230638,0.7659491500596562,0.0,0.12510337703755298,3.4961249355785653,-4.1490236783794305,-5.8310727473614445,6.761553099967051,0.0,175.63956845935942,527.9462657533838,167.65317910972578,-310.33515231532044,1.4078546264782
0.5400000000000001,-0.06539151560885607,1.2586035269942868,8.909361457235534,2.3284477088974285,1.1770167657486938,0.0,-0.4791442671637184,3.9364714567450476,-4.772513171357269,-3.1449452775030773,6.8890935625864556,0.0,212.64405621745536,315.54212654316956,525.3406455983921,-669.0280230718921,0.9835633717300095
0.6000000000000002,-0.1111688518488271,1.4974277885659177,8.602957632247826,2.1398065674868363,1.734646820584926,0.0,-1.057793714605985,3.986449039050322,-5.4057927742043,-3.269642617336839,5.89544268890604,0.0,196.64917212886002,89.68284271805379,564.8515264718475,-547.7717726686859,0.47728197598106636
0.6600000000000003,-0.18827158509327593,1.732492822022495,8.263715441695812,1.9864043216811211,2.1248350547405703,0.0,-1.5003973883183646,3.825934331513432,-5.892235564238376,-2.8205880166540647,5.362074531190446,0.0,157.11436042054692,132.73635905100102,485.0761733826485,-508.45695380302504,-0.09284898806148412
0.7200000000000003,-0.2870336763407687,1.9551752259091573,7.89614887994839,1.9198519538791565,2.451793936692818,0.0,-1.7774928977461246,3.5864600415360117,-6.3571083543591484,-2.0943714662341875,5.112680871856718,0.0,155.47257610810618,182.01449612617301,412.6959948194895,-465.567207179092,-0.7027424977804453
0.7800000000000004,-0.3983164013173826,2.163336870292773,7.500625072267778,1.921930393535705,2.758716521365592,0.0,-1.9193586740837782,3.35047987664979,-6.825407139474731,-1.2775369671059695,5.120080368454821,0.0,151.57065519041447,221.36380908146282,349.3229121305864,-422.28195287381675,-1.338939717748155
0.8400000000000004,-0.5150859633901,2.3587951015954625,7.076750735465749,1.9752534171749314,3.0827282352943772,0.0,-1.963354706458224,3.1691928032300636,-7.3033148000983665,-0.4527724976104191,5.3815516621039325,0.0,144.0519854384806,257.37958778395074,288.51689323141693,-377.34540159447874,-1.9952260783020452
0.9000000000000005,-0.6327138690003169,2.5457209353178283,6.623653491813057,2.0669195153602917,3.4632890278564883,0.0,-1.952155005387911,3.06877031080609,-7.801449906034631,0.33367311539763767,5.910594492396641,0.0,133.61431854909654,294.22116853661566,225.82494231845038,-329.1199499884696,-2.6704626835427314
0.9600000000000005,-0.7489341099958399,2.7287216633467724,6.1398790282748905,2.182556091005045,3.951633069216042,0.0,-1.9155749256922656,3.0353149767222383,-8.32624519019303,1.0332800828325033,6.7453327073266935,0.0,120.86339058318441,336.0095169263067,156.78381400569785,-275.6851942379478,-3.3672787545539142
1.0200000000000005,-0.8611255037269255,2.910879754806792,5.623858029409748,2.301946251829314,4.630709918031549,0.0,-1.804515303313184,3.0461550031221716,-8.88260815098597,1.5627666552961559,7.96555774216435,0.0,106.05368945449327,387.7149729388075,75.92617251243097,-214.13671975205543,-4.088406214980271
1.0800000000000005,-0.9639817104573901,3.096609909099585,5.071561150770609,2.4084002812424927,5.669315541802494,0.0,-1.6499234616768081,3.1595803226206254,-9.545277809932301,1.7846763539375043,9.734015458997867,0.0,89.32960748385048,456.9857212716822,-25.020235249914123,-139.3300263203117,-4.8353654910107435
